user,day,action_count,after_hours_actions,has_attachments,risk_z_score
AAN0823,2010-01-11,1,0,1,0.0
AAN0823,2010-01-12,1,0,0,0.0
AAN0823,2010-01-13,1,0,0,0.0
AAN0823,2010-01-14,1,0,1,0.0
AAN0823,2010-01-15,1,0,0,0.0
AAN0823,2010-01-18,1,0,1,0.0
AAN0823,2010-01-19,1,0,0,0.0
AAN0823,2010-01-20,1,0,0,0.0
AAS0442,2010-01-04,3,0,2,0.5262228118578536
AAS0442,2010-01-05,3,0,1,0.5262228118578536
AAS0442,2010-01-06,3,0,1,0.5262228118578536
AAS0442,2010-01-07,3,0,0,0.5262228118578536
AAS0442,2010-01-08,3,0,2,0.5262228118578536
AAS0442,2010-01-11,3,0,2,0.5262228118578536
AAS0442,2010-01-12,2,0,0,-1.7540760395261779
AAS0442,2010-01-13,2,0,0,-1.7540760395261779
AAS0442,2010-01-14,3,0,0,0.5262228118578536
AAS0442,2010-01-15,2,0,0,-1.7540760395261779
AAS0442,2010-01-18,3,0,2,0.5262228118578536
AAS0442,2010-01-19,3,0,2,0.5262228118578536
AAS0442,2010-01-20,3,0,2,0.5262228118578536
AAV0450,2010-01-04,1,0,0,0.0
AAV0450,2010-01-05,1,0,0,0.0
AAV0450,2010-01-06,1,0,1,0.0
AAV0450,2010-01-07,1,0,0,0.0
AAV0450,2010-01-08,1,0,0,0.0
AAV0450,2010-01-11,1,0,0,0.0
AAV0450,2010-01-12,1,0,0,0.0
AAV0450,2010-01-13,1,0,0,0.0
AAV0450,2010-01-14,1,0,1,0.0
AAV0450,2010-01-15,1,0,0,0.0
AAV0450,2010-01-18,1,0,1,0.0
AAV0450,2010-01-19,1,0,0,0.0
AAW0353,2010-01-04,3,0,0,0.3851580147956872
AAW0353,2010-01-05,3,0,0,0.3851580147956872
AAW0353,2010-01-06,3,0,0,0.3851580147956872
AAW0353,2010-01-07,3,0,0,0.3851580147956872
AAW0353,2010-01-08,3,0,0,0.3851580147956872
AAW0353,2010-01-11,2,0,0,-1.283860049318957
AAW0353,2010-01-12,3,0,0,0.3851580147956872
AAW0353,2010-01-13,3,0,0,0.3851580147956872
AAW0353,2010-01-14,3,0,0,0.3851580147956872
AAW0353,2010-01-15,3,0,0,0.3851580147956872
AAW0353,2010-01-18,3,0,0,0.3851580147956872
AAW0353,2010-01-19,3,0,0,0.3851580147956872
AAW0353,2010-01-20,1,0,0,-2.952878113433601
ABC0174,2010-01-02,15,0,2,0.4077037158755046
ABC0174,2010-01-04,14,9,3,0.08154074317510092
ABC0174,2010-01-05,15,0,0,0.4077037158755046
ABC0174,2010-01-06,15,1,2,0.4077037158755046
ABC0174,2010-01-07,15,0,1,0.4077037158755046
ABC0174,2010-01-08,15,0,0,0.4077037158755046
ABC0174,2010-01-09,14,0,1,0.08154074317510092
ABC0174,2010-01-11,15,1,1,0.4077037158755046
ABC0174,2010-01-12,15,1,2,0.4077037158755046
ABC0174,2010-01-13,15,3,0,0.4077037158755046
ABC0174,2010-01-14,15,0,2,0.4077037158755046
ABC0174,2010-01-15,15,8,3,0.4077037158755046
ABC0174,2010-01-17,15,0,1,0.4077037158755046
ABC0174,2010-01-18,15,0,3,0.4077037158755046
ABC0174,2010-01-19,7,0,0,-2.2016000657277246
ABC0174,2010-01-20,5,0,1,-2.853926011128532
ABC0253,2010-01-04,9,0,2,0.5262288116526275
ABC0253,2010-01-05,8,0,1,-0.6139336135947318
ABC0253,2010-01-06,9,0,1,0.5262288116526275
ABC0253,2010-01-07,9,0,2,0.5262288116526275
ABC0253,2010-01-08,8,0,2,-0.6139336135947318
ABC0253,2010-01-11,9,0,1,0.5262288116526275
ABC0253,2010-01-12,9,0,1,0.5262288116526275
ABC0253,2010-01-13,9,0,1,0.5262288116526275
ABC0253,2010-01-14,9,0,0,0.5262288116526275
ABC0253,2010-01-15,9,0,1,0.5262288116526275
ABC0253,2010-01-18,9,0,2,0.5262288116526275
ABC0253,2010-01-19,6,0,2,-2.89425846408945
ABC0253,2010-01-20,8,0,2,-0.6139336135947318
ABH0663,2010-01-04,3,0,1,0.40966233639892985
ABH0663,2010-01-05,3,0,1,0.40966233639892985
ABH0663,2010-01-06,3,0,1,0.40966233639892985
ABH0663,2010-01-07,3,0,0,0.40966233639892985
ABH0663,2010-01-08,2,0,1,-2.253142850194116
ABH0663,2010-01-11,3,0,1,0.40966233639892985
ABH0663,2010-01-12,2,0,1,-2.253142850194116
ABH0663,2010-01-13,3,1,0,0.40966233639892985
ABH0663,2010-01-14,3,0,0,0.40966233639892985
ABH0663,2010-01-15,3,0,1,0.40966233639892985
ABH0663,2010-01-18,3,1,2,0.40966233639892985
ABH0663,2010-01-19,3,0,0,0.40966233639892985
ABH0663,2010-01-20,3,0,0,0.40966233639892985
ABM0845,2010-01-04,1,0,0,0.0
ABM0845,2010-01-05,1,0,0,0.0
ABM0845,2010-01-06,1,0,0,0.0
ABM0845,2010-01-07,1,0,0,0.0
ABM0845,2010-01-08,1,1,0,0.0
ABM0845,2010-01-11,1,0,0,0.0
ABM0845,2010-01-12,1,1,0,0.0
ABM0845,2010-01-14,1,0,0,0.0
ABM0845,2010-01-15,1,0,1,0.0
ABM0845,2010-01-18,1,0,0,0.0
ABM0845,2010-01-19,1,0,0,0.0
ABM0845,2010-01-20,1,0,0,0.0
ABN0239,2010-01-04,9,0,3,0.317510348810477
ABN0239,2010-01-05,9,0,2,0.317510348810477
ABN0239,2010-01-06,9,6,1,0.317510348810477
ABN0239,2010-01-07,9,0,1,0.317510348810477
ABN0239,2010-01-08,8,0,3,-0.19844396800654848
ABN0239,2010-01-11,9,0,4,0.317510348810477
ABN0239,2010-01-12,9,0,5,0.317510348810477
ABN0239,2010-01-13,9,0,1,0.317510348810477
ABN0239,2010-01-14,9,0,3,0.317510348810477
ABN0239,2010-01-15,9,0,2,0.317510348810477
ABN0239,2010-01-18,9,0,1,0.317510348810477
ABN0239,2010-01-19,9,0,2,0.317510348810477
ABN0239,2010-01-20,2,0,1,-3.2941698689087016
ACC0042,2010-01-04,11,2,5,0.0
ACC0042,2010-01-05,11,0,4,0.0
ACC0042,2010-01-06,11,0,3,0.0
ACC0042,2010-01-07,11,1,3,0.0
ACC0042,2010-01-08,11,0,3,0.0
ACC0042,2010-01-11,11,0,5,0.0
ACC0042,2010-01-12,11,7,2,0.0
ACC0042,2010-01-13,11,0,2,0.0
ACC0042,2010-01-14,11,0,7,0.0
ACC0042,2010-01-15,11,0,4,0.0
ACC0042,2010-01-18,11,0,5,0.0
ACV0812,2010-01-04,9,0,1,0.5527585764405819
ACV0812,2010-01-05,9,1,3,0.5527585764405819
ACV0812,2010-01-06,8,0,1,-1.6582757293217458
ACV0812,2010-01-07,9,2,4,0.5527585764405819
ACV0812,2010-01-08,9,0,2,0.5527585764405819
ACV0812,2010-01-11,9,0,5,0.5527585764405819
ACV0812,2010-01-12,9,1,5,0.5527585764405819
ACV0812,2010-01-13,9,1,5,0.5527585764405819
ACV0812,2010-01-14,9,2,3,0.5527585764405819
ACV0812,2010-01-15,8,0,2,-1.6582757293217458
ACV0812,2010-01-18,9,0,2,0.5527585764405819
ACV0812,2010-01-19,8,0,2,-1.6582757293217458
ADC0391,2010-01-04,9,0,4,0.4096677907265206
ADC0391,2010-01-05,9,0,4,0.4096677907265206
ADC0391,2010-01-06,9,0,2,0.4096677907265206
ADC0391,2010-01-07,7,0,3,-2.2531728489958573
ADC0391,2010-01-08,9,0,4,0.4096677907265206
ADC0391,2010-01-11,9,0,4,0.4096677907265206
ADC0391,2010-01-12,9,0,4,0.4096677907265206
ADC0391,2010-01-13,9,0,6,0.4096677907265206
ADC0391,2010-01-14,9,2,5,0.4096677907265206
ADC0391,2010-01-15,9,0,4,0.4096677907265206
ADC0391,2010-01-18,9,0,5,0.4096677907265206
ADC0391,2010-01-19,9,0,3,0.4096677907265206
ADC0391,2010-01-20,7,0,5,-2.2531728489958573
ADD0846,2010-01-04,1,0,0,0.0
ADD0846,2010-01-05,1,0,0,0.0
ADD0846,2010-01-06,1,0,0,0.0
ADD0846,2010-01-07,1,0,0,0.0
ADD0846,2010-01-08,1,0,0,0.0
ADD0846,2010-01-11,1,0,1,0.0
ADD0846,2010-01-12,1,1,0,0.0
ADD0846,2010-01-13,1,0,0,0.0
ADD0846,2010-01-14,1,0,1,0.0
ADD0846,2010-01-15,1,0,0,0.0
ADD0846,2010-01-18,1,0,1,0.0
ADD0846,2010-01-19,1,0,1,0.0
ADD0846,2010-01-20,1,0,0,0.0
ADF0397,2010-01-04,9,0,0,0.27734759813514964
ADF0397,2010-01-05,9,0,2,0.27734759813514964
ADF0397,2010-01-06,9,0,1,0.27734759813514964
ADF0397,2010-01-07,9,0,2,0.27734759813514964
ADF0397,2010-01-08,9,0,2,0.27734759813514964
ADF0397,2010-01-11,9,0,1,0.27734759813514964
ADF0397,2010-01-12,9,0,1,0.27734759813514964
ADF0397,2010-01-13,9,0,2,0.27734759813514964
ADF0397,2010-01-14,9,0,1,0.27734759813514964
ADF0397,2010-01-15,9,0,0,0.27734759813514964
ADF0397,2010-01-18,9,0,1,0.27734759813514964
ADF0397,2010-01-19,9,0,2,0.27734759813514964
ADF0397,2010-01-20,5,0,0,-3.3281711776217877
AES0827,2010-01-04,1,0,0,0.0
AES0827,2010-01-05,1,0,0,0.0
AES0827,2010-01-06,1,0,0,0.0
AES0827,2010-01-07,1,0,0,0.0
AES0827,2010-01-11,1,0,0,0.0
AES0827,2010-01-12,1,0,0,0.0
AES0827,2010-01-13,1,0,0,0.0
AES0827,2010-01-14,1,0,0,0.0
AES0827,2010-01-15,1,0,0,0.0
AES0827,2010-01-18,1,0,0,0.0
AES0827,2010-01-19,1,0,0,0.0
AGB0186,2010-01-04,3,1,0,0.4096623363989298
AGB0186,2010-01-05,3,0,0,0.4096623363989298
AGB0186,2010-01-06,3,0,0,0.4096623363989298
AGB0186,2010-01-07,3,0,0,0.4096623363989298
AGB0186,2010-01-08,3,0,0,0.4096623363989298
AGB0186,2010-01-11,2,2,0,-2.2531428501941155
AGB0186,2010-01-12,3,0,0,0.4096623363989298
AGB0186,2010-01-13,3,0,0,0.4096623363989298
AGB0186,2010-01-14,3,3,0,0.4096623363989298
AGB0186,2010-01-15,2,0,0,-2.2531428501941155
AGB0186,2010-01-18,3,0,0,0.4096623363989298
AGB0186,2010-01-19,3,1,0,0.4096623363989298
AGB0186,2010-01-20,3,2,0,0.4096623363989298
AGB0643,2010-01-04,3,2,0,0.0
AGB0643,2010-01-05,3,0,1,0.0
AGB0643,2010-01-06,3,0,0,0.0
AGB0643,2010-01-07,3,0,1,0.0
AGB0643,2010-01-08,3,0,1,0.0
AGB0643,2010-01-11,3,0,0,0.0
AGB0643,2010-01-12,3,0,2,0.0
AGB0643,2010-01-13,3,0,0,0.0
AGB0643,2010-01-14,3,1,0,0.0
AGB0643,2010-01-15,3,0,0,0.0
AGB0643,2010-01-18,3,0,1,0.0
AGB0643,2010-01-19,3,3,0,0.0
AHC0142,2010-01-02,9,0,2,0.3933870631997054
AHC0142,2010-01-04,9,0,3,0.3933870631997054
AHC0142,2010-01-05,9,0,1,0.3933870631997054
AHC0142,2010-01-06,9,0,2,0.3933870631997054
AHC0142,2010-01-07,9,0,3,0.3933870631997054
AHC0142,2010-01-08,8,1,3,-2.360322379198242
AHC0142,2010-01-11,8,0,2,-2.360322379198242
AHC0142,2010-01-12,9,2,5,0.3933870631997054
AHC0142,2010-01-13,9,2,3,0.3933870631997054
AHC0142,2010-01-14,9,0,3,0.3933870631997054
AHC0142,2010-01-15,9,0,5,0.3933870631997054
AHC0142,2010-01-17,9,0,1,0.3933870631997054
AHC0142,2010-01-18,9,0,3,0.3933870631997054
AHC0142,2010-01-19,9,0,4,0.3933870631997054
AHD0848,2010-01-04,1,0,1,0.0
AHD0848,2010-01-05,1,0,0,0.0
AHD0848,2010-01-06,1,0,0,0.0
AHD0848,2010-01-07,1,1,0,0.0
AHD0848,2010-01-08,1,0,0,0.0
AHD0848,2010-01-09,1,0,1,0.0
AHD0848,2010-01-11,1,0,0,0.0
AHD0848,2010-01-12,1,0,0,0.0
AHD0848,2010-01-13,1,0,1,0.0
AHD0848,2010-01-14,1,0,0,0.0
AHD0848,2010-01-15,1,0,0,0.0
AHD0848,2010-01-17,1,0,0,0.0
AHD0848,2010-01-18,1,1,0,0.0
AHD0848,2010-01-19,1,0,0,0.0
AHD0848,2010-01-20,1,0,1,0.0
AHG0634,2010-01-04,3,0,0,0.28866513494121154
AHG0634,2010-01-05,3,2,1,0.28866513494121154
AHG0634,2010-01-06,3,1,0,0.28866513494121154
AHG0634,2010-01-07,3,0,2,0.28866513494121154
AHG0634,2010-01-08,3,0,1,0.28866513494121154
AHG0634,2010-01-11,3,0,1,0.28866513494121154
AHG0634,2010-01-12,3,1,1,0.28866513494121154
AHG0634,2010-01-13,3,0,0,0.28866513494121154
AHG0634,2010-01-14,2,0,0,-3.175316484353321
AHG0634,2010-01-15,3,0,1,0.28866513494121154
AHG0634,2010-01-18,3,0,2,0.28866513494121154
AHG0634,2010-01-19,3,2,0,0.28866513494121154
AHM0410,2010-01-04,9,0,3,0.31283318374526625
AHM0410,2010-01-05,9,0,3,0.31283318374526625
AHM0410,2010-01-06,9,0,1,0.31283318374526625
AHM0410,2010-01-07,9,0,3,0.31283318374526625
AHM0410,2010-01-08,9,0,4,0.31283318374526625
AHM0410,2010-01-11,9,0,3,0.31283318374526625
AHM0410,2010-01-12,9,0,2,0.31283318374526625
AHM0410,2010-01-13,9,0,2,0.31283318374526625
AHM0410,2010-01-14,9,0,3,0.31283318374526625
AHM0410,2010-01-15,9,0,2,0.31283318374526625
AHM0410,2010-01-18,9,0,4,0.31283318374526625
AHM0410,2010-01-19,8,0,3,-0.1390369705534521
AHM0410,2010-01-20,1,0,1,-3.302128050644481
AIB0948,2010-01-04,1,0,0,0.0
AIB0948,2010-01-05,1,0,0,0.0
AIB0948,2010-01-06,1,0,1,0.0
AIB0948,2010-01-07,1,1,0,0.0
AIB0948,2010-01-08,1,0,0,0.0
AIB0948,2010-01-11,1,0,0,0.0
AIB0948,2010-01-12,1,0,0,0.0
AIB0948,2010-01-13,1,0,0,0.0
AIB0948,2010-01-14,1,0,0,0.0
AIB0948,2010-01-15,1,0,0,0.0
AIB0948,2010-01-18,1,0,0,0.0
AIB0948,2010-01-19,1,1,0,0.0
AIH0675,2010-01-04,9,0,1,0.2886701346814129
AIH0675,2010-01-05,9,0,0,0.2886701346814129
AIH0675,2010-01-06,9,0,2,0.2886701346814129
AIH0675,2010-01-07,9,0,1,0.2886701346814129
AIH0675,2010-01-08,9,0,3,0.2886701346814129
AIH0675,2010-01-11,9,0,2,0.2886701346814129
AIH0675,2010-01-12,9,0,3,0.2886701346814129
AIH0675,2010-01-13,9,0,2,0.2886701346814129
AIH0675,2010-01-14,7,0,2,-3.175371481495554
AIH0675,2010-01-15,9,0,1,0.2886701346814129
AIH0675,2010-01-18,9,0,2,0.2886701346814129
AIH0675,2010-01-19,9,0,2,0.2886701346814129
AIM0627,2010-01-04,13,0,0,-0.30504322837065956
AIM0627,2010-01-05,15,0,0,0.48806916539305445
AIM0627,2010-01-06,15,0,0,0.48806916539305445
AIM0627,2010-01-07,15,0,0,0.48806916539305445
AIM0627,2010-01-08,15,0,0,0.48806916539305445
AIM0627,2010-01-11,15,0,0,0.48806916539305445
AIM0627,2010-01-12,15,0,0,0.48806916539305445
AIM0627,2010-01-13,15,0,0,0.48806916539305445
AIM0627,2010-01-14,12,0,0,-0.7015994252525165
AIM0627,2010-01-15,15,0,0,0.48806916539305445
AIM0627,2010-01-18,14,0,0,0.09151296851119745
AIM0627,2010-01-19,14,0,0,0.09151296851119745
AIM0627,2010-01-20,6,0,0,-3.0809366065436583
AIP0394,2010-01-04,8,1,3,-0.10468962124278457
AIP0394,2010-01-05,9,0,3,0.34896540414261684
AIP0394,2010-01-06,9,0,1,0.34896540414261684
AIP0394,2010-01-07,9,0,4,0.34896540414261684
AIP0394,2010-01-08,9,1,2,0.34896540414261684
AIP0394,2010-01-11,9,0,4,0.34896540414261684
AIP0394,2010-01-12,9,0,3,0.34896540414261684
AIP0394,2010-01-13,9,0,4,0.34896540414261684
AIP0394,2010-01-14,9,2,3,0.34896540414261684
AIP0394,2010-01-15,9,0,3,0.34896540414261684
AIP0394,2010-01-18,8,0,3,-0.10468962124278457
AIP0394,2010-01-19,9,0,5,0.34896540414261684
AIP0394,2010-01-20,1,0,0,-3.2802747989405945
AIP0982,2010-01-04,10,1,3,0.27734759813514964
AIP0982,2010-01-05,10,0,4,0.27734759813514964
AIP0982,2010-01-06,10,0,3,0.27734759813514964
AIP0982,2010-01-07,10,0,5,0.27734759813514964
AIP0982,2010-01-08,10,0,4,0.27734759813514964
AIP0982,2010-01-11,10,0,3,0.27734759813514964
AIP0982,2010-01-12,10,0,5,0.27734759813514964
AIP0982,2010-01-13,10,0,1,0.27734759813514964
AIP0982,2010-01-14,10,3,3,0.27734759813514964
AIP0982,2010-01-15,10,0,3,0.27734759813514964
AIP0982,2010-01-18,10,0,3,0.27734759813514964
AIP0982,2010-01-19,10,0,1,0.27734759813514964
AIP0982,2010-01-20,6,0,1,-3.3281711776217877
AIS0405,2010-01-04,9,0,3,0.44935476716775274
AIS0405,2010-01-05,9,0,3,0.44935476716775274
AIS0405,2010-01-06,9,0,1,0.44935476716775274
AIS0405,2010-01-07,8,0,2,-0.38516122900093114
AIS0405,2010-01-08,9,0,1,0.44935476716775274
AIS0405,2010-01-11,7,0,0,-1.219677225169615
AIS0405,2010-01-12,9,1,4,0.44935476716775274
AIS0405,2010-01-13,9,0,5,0.44935476716775274
AIS0405,2010-01-14,9,0,1,0.44935476716775274
AIS0405,2010-01-15,9,0,1,0.44935476716775274
AIS0405,2010-01-18,9,0,3,0.44935476716775274
AIS0405,2010-01-19,9,0,2,0.44935476716775274
AIS0405,2010-01-20,5,0,2,-2.888709217506983
AJC0840,2010-01-04,1,0,0,0.0
AJC0840,2010-01-05,1,0,0,0.0
AJC0840,2010-01-06,1,0,0,0.0
AJC0840,2010-01-07,1,0,0,0.0
AJC0840,2010-01-08,1,0,0,0.0
AJC0840,2010-01-11,1,0,0,0.0
AJC0840,2010-01-12,1,0,0,0.0
AJC0840,2010-01-13,1,0,0,0.0
AJC0840,2010-01-14,1,0,0,0.0
AJC0840,2010-01-15,1,0,0,0.0
AJC0840,2010-01-18,1,1,0,0.0
AJC0840,2010-01-19,1,0,0,0.0
AJD0074,2010-01-04,10,8,4,0.2581976397532126
AJD0074,2010-01-05,10,0,6,0.2581976397532126
AJD0074,2010-01-06,10,0,1,0.2581976397532126
AJD0074,2010-01-07,10,0,3,0.2581976397532126
AJD0074,2010-01-08,10,1,5,0.2581976397532126
AJD0074,2010-01-09,10,2,5,0.2581976397532126
AJD0074,2010-01-11,10,0,4,0.2581976397532126
AJD0074,2010-01-12,10,0,2,0.2581976397532126
AJD0074,2010-01-13,10,6,3,0.2581976397532126
AJD0074,2010-01-14,10,1,3,0.2581976397532126
AJD0074,2010-01-15,10,6,3,0.2581976397532126
AJD0074,2010-01-17,10,2,5,0.2581976397532126
AJD0074,2010-01-18,10,0,3,0.2581976397532126
AJD0074,2010-01-19,10,0,1,0.2581976397532126
AJD0074,2010-01-20,2,2,1,-3.6147669565449774
AJF0370,2010-01-04,10,0,5,-0.06565794704650761
AJF0370,2010-01-05,11,0,5,0.4267766558023013
AJF0370,2010-01-06,11,0,3,0.4267766558023013
AJF0370,2010-01-07,11,0,5,0.4267766558023013
AJF0370,2010-01-08,11,0,5,0.4267766558023013
AJF0370,2010-01-09,11,0,5,0.4267766558023013
AJF0370,2010-01-11,11,0,4,0.4267766558023013
AJF0370,2010-01-12,10,0,3,-0.06565794704650761
AJF0370,2010-01-13,11,0,6,0.4267766558023013
AJF0370,2010-01-14,10,0,5,-0.06565794704650761
AJF0370,2010-01-15,11,0,5,0.4267766558023013
AJF0370,2010-01-17,10,0,5,-0.06565794704650761
AJF0370,2010-01-18,11,0,3,0.4267766558023013
AJF0370,2010-01-19,10,0,3,-0.06565794704650761
AJF0370,2010-01-20,3,0,1,-3.5127001669881697
AJH0175,2010-01-04,15,3,1,0.4696310704618045
AJH0175,2010-01-05,14,0,3,0.20418742193991515
AJH0175,2010-01-06,15,1,4,0.4696310704618045
AJH0175,2010-01-07,15,0,2,0.4696310704618045
AJH0175,2010-01-08,15,0,1,0.4696310704618045
AJH0175,2010-01-11,14,0,1,0.20418742193991515
AJH0175,2010-01-12,15,0,2,0.4696310704618045
AJH0175,2010-01-13,15,0,1,0.4696310704618045
AJH0175,2010-01-14,14,9,2,0.20418742193991515
AJH0175,2010-01-15,15,0,3,0.4696310704618045
AJH0175,2010-01-18,15,1,3,0.4696310704618045
AJH0175,2010-01-19,3,0,0,-2.7156927118008682
AJH0175,2010-01-20,7,0,0,-1.6539181177133107
AJL0462,2010-01-04,1,0,1,0.0
AJL0462,2010-01-05,1,0,0,0.0
AJL0462,2010-01-06,1,0,1,0.0
AJL0462,2010-01-07,1,0,0,0.0
AJL0462,2010-01-08,1,0,0,0.0
AJL0462,2010-01-11,1,0,1,0.0
AJL0462,2010-01-12,1,0,0,0.0
AJL0462,2010-01-13,1,0,0,0.0
AJL0462,2010-01-14,1,0,1,0.0
AJL0462,2010-01-15,1,0,0,0.0
AJL0462,2010-01-18,1,0,0,0.0
AJL0462,2010-01-19,1,0,0,0.0
AJN0607,2010-01-04,15,0,7,0.5527585764405819
AJN0607,2010-01-05,15,0,5,0.5527585764405819
AJN0607,2010-01-06,14,0,7,-1.6582757293217458
AJN0607,2010-01-07,15,0,8,0.5527585764405819
AJN0607,2010-01-08,14,0,10,-1.6582757293217458
AJN0607,2010-01-11,15,0,5,0.5527585764405819
AJN0607,2010-01-12,14,0,8,-1.6582757293217458
AJN0607,2010-01-13,15,0,9,0.5527585764405819
AJN0607,2010-01-14,15,0,4,0.5527585764405819
AJN0607,2010-01-15,15,0,4,0.5527585764405819
AJN0607,2010-01-18,15,3,5,0.5527585764405819
AJN0607,2010-01-19,15,0,5,0.5527585764405819
AJP0723,2010-01-04,1,0,0,0.0
AJP0723,2010-01-05,1,0,0,0.0
AJP0723,2010-01-06,1,0,0,0.0
AJP0723,2010-01-07,1,0,0,0.0
AJP0723,2010-01-08,1,0,0,0.0
AJP0723,2010-01-11,1,1,0,0.0
AJP0723,2010-01-12,1,0,0,0.0
AJP0723,2010-01-13,1,0,0,0.0
AJP0723,2010-01-14,1,0,0,0.0
AJP0723,2010-01-15,1,0,0,0.0
AJP0723,2010-01-18,1,0,0,0.0
AJP0723,2010-01-19,1,0,0,0.0
AJR0319,2010-01-02,15,4,5,0.38519381282614035
AJR0319,2010-01-03,15,0,4,0.38519381282614035
AJR0319,2010-01-04,15,3,6,0.38519381282614035
AJR0319,2010-01-05,15,0,6,0.38519381282614035
AJR0319,2010-01-06,15,2,5,0.38519381282614035
AJR0319,2010-01-07,9,0,2,-2.637096103194342
AJR0319,2010-01-08,15,0,5,0.38519381282614035
AJR0319,2010-01-10,15,1,7,0.38519381282614035
AJR0319,2010-01-11,15,2,6,0.38519381282614035
AJR0319,2010-01-12,15,1,4,0.38519381282614035
AJR0319,2010-01-13,15,0,5,0.38519381282614035
AJR0319,2010-01-14,9,2,3,-2.637096103194342
AJR0319,2010-01-15,15,0,3,0.38519381282614035
AJR0319,2010-01-16,15,0,4,0.38519381282614035
AJR0319,2010-01-18,15,0,6,0.38519381282614035
AJR0319,2010-01-19,14,0,6,-0.11852117317727341
AJR0319,2010-01-20,15,0,4,0.38519381282614035
AJR0932,2010-01-04,9,0,0,0.27734843145596333
AJR0932,2010-01-05,9,0,0,0.27734843145596333
AJR0932,2010-01-06,9,1,0,0.27734843145596333
AJR0932,2010-01-07,9,0,0,0.27734843145596333
AJR0932,2010-01-08,9,0,0,0.27734843145596333
AJR0932,2010-01-11,9,0,0,0.27734843145596333
AJR0932,2010-01-12,9,0,0,0.27734843145596333
AJR0932,2010-01-13,9,1,0,0.27734843145596333
AJR0932,2010-01-14,9,0,0,0.27734843145596333
